Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-03,天猫,天猫超市,洋河天猫超市,洋河,636453962880,6094.0,42,Tmall
2021-03,天猫,天猫超市,郎酒天猫超市,郎酒,623389676395,17126.0,343,Tmall
2021-01,天猫,天猫超市,郎酒天猫超市,郎酒,623389676395,6655.0,133,Tmall
2021-02,天猫,天猫超市,郎酒天猫超市,郎酒,623389676395,6375.0,127,Tmall
2021-01,天猫,天猫超市,牛栏山天猫超市,牛栏山,573158267444,16780.0,56,Tmall
2021-02,天猫,天猫超市,牛栏山天猫超市,牛栏山,573158267444,7847.0,26,Tmall
2021-03,天猫,天猫超市,牛栏山天猫超市,牛栏山,573158267444,5422.0,18,Tmall
2021-01,天猫,天猫超市,牛栏山天猫超市,牛栏山,601845668186,12427.0,467,Tmall
2021-03,天猫,天猫超市,牛栏山天猫超市,牛栏山,601845668186,8835.0,333,Tmall
2021-02,天猫,天猫超市,牛栏山天猫超市,牛栏山,601845668186,8237.0,310,Tmall
