Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-04,抖音,抖音店铺,酒仙网卖场店,五粮液,3474007253466630922,112300.0,4492,Douyin
2021-04,抖音,抖音店铺,华淳酒业白酒专营店,五粮液,3469889560987733151,89271.0,4486,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3470437216453574892,2664951.0,4449,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,扳倒井,3477519070277016215,439956.0,4444,Douyin
2021-04,抖音,抖音店铺,酒集网酒类专营店,白水杜康,3472076734428511280,569922.0,4418,Douyin
2021-04,抖音,抖音店铺,疆北酒类专营店,洋河,3475423899271964522,197418.0,4403,Douyin
2021-04,抖音,抖音店铺,购酒网卖场旗舰店,茅台,3475414785301064689,427680.0,4320,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,泸州老窖,3431320560515296910,546944.0,4273,Douyin
2021-04,抖音,抖音店铺,酒博士酒类专营店,泸州老窖,3463132855767561632,41748.0,4260,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,五粮液,3472866497142120454,168937.0,4234,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,白水杜康,3454855755822426924,1635501.0,4099,Douyin
2021-04,抖音,抖音店铺,每赠科技食品专营店,其他,3465634268494053127,362203.0,4029,Douyin
2021-04,抖音,抖音店铺,汾酒官方旗舰店,汾酒,3428695252956017448,1078432.0,4024,Douyin
2021-04,抖音,抖音店铺,鸿之睿酒水专营店,其他,3455640253166147609,666386.0,4014,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3472835208305365252,2615796.0,3923,Douyin
2021-04,抖音,抖音店铺,酿父旗舰店,其他,3473973750507145648,234226.0,3916,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,五粮液,3472714674561273881,154253.0,3866,Douyin
2021-04,抖音,抖音店铺,久协酒类专营店,其他,3468964036211832905,76496.0,3844,Douyin
2021-04,抖音,抖音店铺,玖到家酒类专营店,茅台,3475639624766993836,1516599.0,3801,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,五粮液,3478217352502476894,150862.0,3781,Douyin
2021-04,抖音,抖音店铺,纳福百年名酒专营店,五粮液,3469113028618884219,37293.0,3767,Douyin
2021-04,抖音,抖音店铺,川竹酒业专营店,其他,3441676972382640447,180624.0,3763,Douyin
2021-04,抖音,抖音店铺,百年老街小熊猫酒业专卖店,其他,3466561564793018082,146398.0,3714,Douyin
2021-04,抖音,抖音店铺,三斤匠酒业食品专营店,其他,3473995397217826142,37739.0,3677,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,扳倒井,3477524177018293203,35670.0,3603,Douyin
2021-04,抖音,抖音店铺,滴藏酒专卖店,其他,3457286473211087251,35600.0,3596,Douyin
2021-04,抖音,抖音店铺,中酿优选酒品专营店,茅台,3458532138398449534,583407.0,3560,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,白水杜康,3473413119819273851,142004.0,3559,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,扳倒井,3477521254360171592,68814.0,3458,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,酒鬼,3454918011515970908,1014208.0,3392,Douyin
2021-04,抖音,抖音店铺,河南应运酒水专营店,汾酒,3476405565561924625,65216.0,3341,Douyin
2021-04,抖音,抖音店铺,中鼎旺卖场旗舰店,五粮液,3455563585743398580,32591.0,3292,Douyin
2021-04,抖音,抖音店铺,国井官方旗舰店,扳倒井,3477515709490271372,522315.0,3285,Douyin
2021-04,抖音,抖音店铺,冠言食品专营店,其他,3466740362083747439,102381.0,3261,Douyin
2021-04,抖音,抖音店铺,酒集网酒类专营店,白水杜康,3467632362265928998,322344.0,3256,Douyin
2021-04,抖音,抖音店铺,百事佳酒类专营店,泸州老窖,3476556632505325415,32225.0,3255,Douyin
2021-04,抖音,抖音店铺,玖到家酒类专营店,金六福,3468004001591726287,871804.0,3253,Douyin
2021-04,抖音,抖音店铺,麦芽之路旗舰店,其他,3471394687137544190,646352.0,3248,Douyin
2021-04,抖音,抖音店铺,百事佳酒类专营店,五粮液,3473933813736950163,834630.0,3235,Douyin
